lambda,T_skim_2ml,T_half_full,T_full
750.437,112.722,0,0
750.611,112.775,0,0
750.786,112.864,0,0
750.96,113.043,0,0
751.134,113.173,0,0
751.308,113.188,0,0
751.482,113.089,0,0
751.656,112.951,0,0
751.83,112.789,0,0
752.004,112.699,0,0
752.178,112.644,0,0
752.352,112.684,0,0
752.526,112.894,0,0
752.7,113.063,0,0
752.874,113.182,0,0
753.048,113.244,0,0
753.223,113.272,0,0
753.397,113.27,0,0
753.571,113.467,0,0
753.745,113.768,0,0
753.919,114.016,0,0
754.093,114.167,0,0
754.267,114.261,0,0
754.441,114.366,0,0
754.615,114.561,0,0
754.789,114.765,0,0
754.963,114.906,0,0
755.138,115.005,0,0
755.312,114.973,0,0
755.486,114.808,0,0
755.66,114.6,0,0
755.834,114.328,0,0
756.008,114.106,0,0
756.182,113.938,0,0
756.356,113.816,0,0
756.53,113.752,0,0
756.704,113.652,0,0
756.879,113.569,0,0
757.053,113.518,0,0
757.227,113.529,0,0
757.401,113.491,0,0
757.575,113.376,0,0
757.749,113.261,0,0
757.923,113.085,0,0
758.097,112.87,0,0
758.272,112.725,0,0
758.446,112.689,0,0
758.62,112.68,0,0
758.794,112.682,0,0
758.968,112.659,0,0
759.142,112.693,0,0
759.316,112.726,0,0
759.491,112.719,0,0
759.665,112.686,0,0
759.839,112.655,0,0
760.013,112.656,0,0
760.187,112.714,0,0
760.361,112.738,0,0
760.535,112.753,0,0
760.71,112.739,0,0
760.884,112.729,0,0
761.058,112.822,0,0
761.232,112.946,0,0
761.406,113.103,0,0
761.58,113.154,0,0
761.755,113.204,0,0
761.929,113.219,0,0
762.103,113.277,0,0
762.277,113.307,0,0
762.451,113.317,0,0
762.625,113.276,0,0
762.8,113.239,0,0
762.974,113.266,0,0
763.148,113.383,0,0
763.322,113.603,0,0
763.496,113.717,0,0
763.67,113.799,0,0
763.845,113.84,0,0
764.019,113.789,0,0
764.193,113.749,0,0
764.367,113.581,0,0
764.541,113.371,0,0
764.716,113.167,0,0
764.89,112.979,0,0
765.064,112.879,0,0
765.238,112.861,0,0
765.412,112.893,0,0
765.587,112.939,0,0
765.761,113.02,0,0
765.935,113.152,0,0
766.109,113.153,0,0
766.283,113.141,0,0
766.458,113.084,0,0
766.632,113.047,0,0
766.806,113.092,0,0
766.98,113.262,0,0
767.154,113.422,0,0
767.329,113.553,0,0
767.503,113.688,0,0
767.677,113.73,0,0
767.851,113.772,0,0
768.025,113.851,0,0
768.2,113.863,0,0
768.374,113.932,0,0
768.548,113.939,0,0
768.722,114.016,0,0
768.897,114.056,0,0
769.071,114.121,0,0
769.245,114.287,0,0
769.419,114.476,0,0
769.594,114.697,0,0
769.768,114.945,0,0
769.942,115.081,0,0
770.116,115.138,0,0
770.291,115.092,0,0
770.465,115.021,0,0
770.639,114.885,0,0
770.813,114.718,0,0
770.988,114.422,0,0
771.162,114.074,0,0
771.336,113.708,0,0
771.51,113.443,0,0
771.685,113.199,0,0
771.859,112.987,0,0
772.033,112.802,0,0
772.207,112.758,0,0
772.382,112.739,0,0
772.556,112.812,0,0
772.73,112.917,0,0
772.904,113.151,0,0
773.079,113.329,0,0
773.253,113.59,0,0
773.427,113.939,0,0
773.601,114.227,0,0
773.776,114.482,0,0
773.95,114.701,0,0
774.124,114.755,0,0
774.299,114.838,0,0
774.473,114.905,0,0
774.647,114.943,0,0
774.821,114.878,0,0
774.996,114.754,0,0
775.17,114.531,0,0
775.344,114.367,0,0
775.519,114.354,0,0
775.693,114.352,0,0
775.867,114.389,0,0
776.042,114.415,0,0
776.216,114.403,0,0
776.39,114.502,0,0
776.564,114.548,0,0
776.739,114.563,0,0
776.913,114.535,0,0
777.087,114.579,0,0
777.262,114.556,0,0
777.436,114.587,0,0
777.61,114.655,0,0
777.785,114.606,0,0
777.959,114.57,0,0
778.133,114.561,0,0
778.308,114.444,0,0
778.482,114.437,0,0
778.656,114.407,0,0
778.831,114.437,0,0
779.005,114.408,0,0
779.179,114.385,0,0
779.354,114.381,0,0
779.528,114.463,0,0
779.702,114.622,0,0
779.877,114.776,0,0
780.051,114.937,0,0
780.225,114.964,0,0
780.4,114.966,0,0
780.574,115.012,0,0
780.748,115.044,0,0
780.923,115.135,0,0
781.097,115.206,0,0
781.271,115.335,0,0
781.446,115.438,0,0
781.62,115.508,0,0
781.794,115.487,0,0
781.969,115.426,0,0
782.143,115.37,0,0
782.317,115.306,0,0
782.492,115.273,0,0
782.666,115.439,0,0
782.84,115.661,0,0
783.015,115.896,0,0
783.189,116.048,0,0
783.364,116.14,0,0
783.538,116.189,0,0
783.712,116.256,0,0
783.887,116.263,0,0
784.061,116.179,0,0
784.235,116.01,0,0
784.41,115.841,0,0
784.584,115.725,0,0
784.759,115.697,0,0
784.933,115.743,0,0
785.107,115.73,0,0
785.282,115.643,0,0
785.456,115.617,0,0
785.63,115.522,0,0
785.805,115.289,0,0
785.979,115.007,0,0
786.154,114.883,0,0
786.328,114.826,0,0
786.502,114.977,0,0
786.677,115.299,0,0
786.851,115.67,0,0
787.026,115.89,0,0
787.2,115.956,0,0
787.374,115.985,0,0
787.549,115.908,0,0
787.723,115.787,0,0
787.898,115.668,0,0
788.072,115.442,0,0
788.247,115.25,0,0
788.421,115.258,0,0
788.595,115.36,0,0
788.77,115.561,0,0
788.944,115.718,0,0
789.119,115.807,0,0
789.293,115.775,0,0
789.467,115.764,0,0
789.642,115.771,0,0
789.816,115.778,0,0
789.991,115.78,0,0
790.165,115.867,0,0
790.34,115.957,0,0
790.514,116.037,0,0
790.688,116.142,0,0
790.863,116.214,0,0
791.037,116.267,0,0
791.212,116.297,0,0
791.386,116.372,0,0
791.561,116.45,0,0
791.735,116.513,0,0
791.91,116.568,0,0
792.084,116.624,0,0
792.259,116.686,0,0
792.433,116.826,0,0
792.607,117.012,0,0
792.782,117.111,0,0
792.956,117.098,0,0
793.131,116.947,0,0
793.305,116.793,0,0
793.48,116.734,0,0
793.654,116.773,0,0
793.829,116.815,0,0
794.003,116.905,0,0
794.178,116.779,0,0
794.352,116.621,0,0
794.527,116.418,0,0
794.701,116.296,0,0
794.875,116.263,0,0
795.05,116.329,0,0
795.224,116.498,0,0
795.399,116.601,0,0
795.573,116.639,0,0
795.748,116.646,0,0
795.922,116.623,0,0
796.097,116.623,0,0
796.271,116.602,0,0
796.446,116.544,0,0
796.62,116.443,0,0
796.795,116.454,0,0
796.969,116.496,0,0
797.144,116.51,0,0
797.318,116.591,0,0
797.493,116.743,0,0
797.667,116.911,0,0
797.842,117.087,0,0
798.016,117.235,0,0
798.191,117.415,0,0
798.365,117.523,0,0
798.54,117.643,0,0
798.714,117.704,0,0
798.889,117.761,0,0
799.063,117.799,0,0
799.238,117.795,0,0
799.412,117.779,0,0
799.587,117.64,0,0
799.762,117.516,0,0
799.936,117.401,0,0
800.111,117.314,0,0
800.285,117.255,0,0
800.46,117.134,0,0
800.634,117.112,0,0
800.809,117.139,0,0
800.983,117.287,0,0
801.158,117.385,0,0
801.332,117.448,0,0
801.507,117.543,0,0
801.681,117.609,0,0
801.856,117.658,0,0
802.03,117.684,0,0
802.205,117.721,0,0
802.38,117.793,0,0
802.554,117.818,0,0
802.729,117.773,0,0
802.903,117.715,0,0
803.078,117.645,0,0
803.252,117.452,0,0
803.427,117.191,0,0
803.601,116.908,0,0
803.776,116.641,0,0
803.951,116.444,0,0
804.125,116.284,0,0
804.3,116.115,0,0
804.474,115.971,0,0
804.649,115.905,0,0
804.823,115.968,0,0
804.998,115.976,0,0
805.173,116.051,0,0
805.347,116.169,0,0
805.522,116.268,0,0
805.696,116.376,0,0
805.871,116.477,0,0
806.045,116.57,0,0
806.22,116.628,0,0
806.395,116.772,0,0
806.569,116.858,0,0
806.744,116.84,0,0
806.918,116.803,0,0
807.093,116.768,0,0
807.268,116.705,0,0
807.442,116.627,0,0
807.617,116.546,0,0
807.791,116.466,0,0
807.966,116.425,0,0
808.141,116.378,0,0
808.315,116.326,0,0
808.49,116.258,0,0
808.664,116.261,0,0
808.839,116.256,0,0
809.014,116.244,0,0
809.188,116.217,0,0
809.363,116.305,0,0
809.538,116.427,0,0
809.712,116.528,0,0
809.887,116.692,0,0
810.061,116.833,0,0
810.236,116.869,0,0
810.411,116.78,0,0
810.585,116.746,0,0
810.76,116.638,0,0
810.934,116.636,0,0
811.109,116.773,0,0
811.284,116.957,0,0
811.458,117.165,0,0
811.633,117.402,0,0
811.808,117.592,0,0
811.982,117.689,0,0
812.157,117.761,0,0
812.332,117.827,0,0
812.506,117.868,0,0
812.681,117.908,0,0
812.856,118,0,0
813.03,118.065,0,0
813.205,118.144,0,0
813.379,118.206,0,0
813.554,118.258,0,0
813.729,118.219,0,0
813.903,118.154,0,0
814.078,118.045,0,0
814.253,117.903,0,0
814.427,117.661,0,0
814.602,117.367,0,0
814.777,117.207,0,0
814.951,117.079,0,0
815.126,117.051,0,0
815.301,117.102,0,0
815.475,117.193,0,0
815.65,117.392,0,0
815.825,117.513,0,0
815.999,117.581,0,0
816.174,117.582,0,0
816.349,117.721,0,0
816.524,117.915,0,0
816.698,118.189,0,0
816.873,118.472,0,0
817.048,118.777,0,0
817.222,118.916,0,0
817.397,118.944,0,0
817.572,118.912,0,0
817.746,118.833,0,0
817.921,118.665,0,0
818.096,118.586,0,0
818.27,118.4,0,0
818.445,118.183,0,0
818.62,117.971,0,0
818.795,117.851,0,0
818.969,117.773,0,0
819.144,117.701,0,0
819.319,117.667,0,0
819.493,117.638,0,0
819.668,117.598,0,0
819.843,117.57,0,0
820.018,117.457,0,0
820.192,117.385,0,0
820.367,117.39,0,0
820.542,117.602,0,0
820.716,117.814,0,0
820.891,118.155,0,0
821.066,118.42,0,0
821.241,118.633,0,0
821.415,118.749,0,0
821.59,118.862,0,0
821.765,118.931,0,0
821.939,118.877,0,0
822.114,118.786,0,0
822.289,118.767,0,0
822.464,118.736,0,0
822.638,118.789,0,0
822.813,118.944,0,0
822.988,119.075,0,0
823.163,119.069,0,0
823.337,119.039,0,0
823.512,119.02,0,0
823.687,118.912,0,0
823.862,118.849,0,0
824.036,118.794,0,0
824.211,118.729,0,0
824.386,118.705,0,0
824.561,118.718,0,0
824.735,118.781,0,0
824.91,118.805,0,0
825.085,118.855,0,0
825.26,118.886,0,0
825.435,118.954,0,0
825.609,119.115,0,0
825.784,119.277,0,0
825.959,119.425,0,0
826.134,119.538,0,0
826.308,119.738,0,0
826.483,120.02,0,0
826.658,120.428,0,0
826.833,120.667,0,0
827.008,120.801,0,0
827.182,120.869,0,0
827.357,120.948,0,0
827.532,121.051,0,0
827.707,121.179,0,0
827.881,121.307,0,0
828.056,121.414,0,0
828.231,121.461,0,0
828.406,121.475,0,0
828.581,121.399,0,0
828.755,121.233,0,0
828.93,120.943,0,0
829.105,120.539,0,0
829.28,120.088,0,0
829.455,119.696,0,0
829.629,119.399,0,0
829.804,119.232,0,0
829.979,119.083,0,0
830.154,118.963,0,0
830.329,119.001,0,0
830.503,119.112,0,0
830.678,119.246,0,0
830.853,119.372,0,0
831.028,119.357,0,0
831.203,119.393,0,0
831.378,119.486,0,0
831.552,119.755,0,0
831.727,120.124,0,0
831.902,120.507,0,0
832.077,120.821,0,0
832.252,121.097,0,0
832.427,121.425,0,0
832.601,121.769,0,0
832.776,121.991,0,0
832.951,122.027,0,0
833.126,121.864,0,0
833.301,121.629,0,0
833.476,121.397,0,0
833.65,121.227,0,0
833.825,121.198,0,0
834,121.305,0,0
834.175,121.367,0,0
834.35,121.366,0,0
834.525,121.448,0,0
834.7,121.448,0,0
834.874,121.476,0,0
835.049,121.495,0,0
835.224,121.412,0,0
835.399,121.353,0,0
835.574,121.403,0,0
835.749,121.577,0,0
835.924,121.698,0,0
836.098,121.761,0,0
836.273,121.753,0,0
836.448,121.638,0,0
836.623,121.538,0,0
836.798,121.393,0,0
836.973,121.213,0,0
837.148,121.04,0,0
837.323,120.867,0,0
837.497,120.663,0,0
837.672,120.518,0,0
837.847,120.463,0,0
838.022,120.596,0,0
838.197,120.813,0,0
838.372,120.848,0,0
838.547,120.787,0,0
838.722,120.814,0,0
838.897,120.927,0,0
839.071,121.112,0,0
839.246,121.296,0,0
839.421,121.546,0,0
839.596,121.783,0,0
839.771,122.067,0,0
839.946,122.346,0,0
840.121,122.552,0,0
840.296,122.752,0,0
840.471,122.797,0,0
840.646,122.763,0,0
840.821,122.819,0,0
840.995,122.883,0,0
841.17,122.832,0,0
841.345,122.703,0,0
841.52,122.483,0,0
841.695,122.293,0,0
841.87,122.256,0,0
842.045,122.204,0,0
842.22,122.199,0,0
842.395,122.114,0,0
842.57,121.888,0,0
842.745,121.639,0,0
842.92,121.406,0,0
843.095,121.199,0,0
843.269,120.941,0,0
843.444,120.749,0,0
843.619,120.687,0,0
843.794,120.623,0,0
843.969,120.641,0,0
844.144,120.653,0,0
844.319,120.575,0,0
844.494,120.439,0,0
844.669,120.264,0,0
844.844,120.193,0,0
845.019,120.137,0,0
845.194,120.101,0,0
845.369,120.025,0,0
845.544,120.115,0,0
845.719,120.321,0,0
845.894,120.586,0,0
846.069,120.82,0,0
846.244,121.023,0,0
846.419,121.262,0,0
846.594,121.339,0,0
846.769,121.384,0,0
846.943,121.373,0,0
847.118,121.274,0,0
847.293,121.254,0,0
847.468,121.246,0,0
847.643,121.307,0,0
847.818,121.353,0,0
847.993,121.311,0,0
848.168,121.133,0,0
848.343,121.032,0,0
848.518,120.895,0,0
848.693,120.754,0,0
848.868,120.745,0,0
849.043,120.971,0,0
849.218,121.136,0,0
849.393,121.376,0,0
849.568,121.613,0,0
849.743,121.863,0,0
849.918,122.015,0,0
850.093,122.118,0,0
850.268,122.141,0,0
850.443,122.231,0,0
850.618,122.176,0,0
850.793,122.089,0,0
850.968,122.063,0,0
851.143,122.011,0,0
851.318,121.975,0,0
851.493,122.071,0,0
851.668,122.115,0,0
851.843,122.136,0,0
852.018,122.099,0,0
852.193,122.037,0,0
852.368,121.996,0,0
852.543,121.964,0,0
852.718,121.951,0,0
852.893,121.959,0,0
853.069,122.069,0,0
853.244,122.231,0,0
853.419,122.365,0,0
853.594,122.542,0,0
853.769,122.726,0,0
853.944,122.914,0,0
854.119,123.083,0,0
854.294,123.283,0,0
854.469,123.385,0,0
854.644,123.488,0,0
854.819,123.548,0,0
854.994,123.578,0,0
855.169,123.5,0,0
855.344,123.47,0,0
855.519,123.517,0,0
855.694,123.587,0,0
855.869,123.569,0,0
856.044,123.543,0,0
856.219,123.396,0,0
856.394,123.229,0,0
856.569,123.117,0,0
856.745,122.985,0,0
856.92,122.921,0,0
857.095,122.834,0,0
857.27,122.786,0,0
857.445,122.802,0,0
857.62,122.87,0,0
857.795,123.011,0,0
857.97,123.267,0,0
858.145,123.492,0,0
858.32,123.658,0,0
858.495,123.748,0,0
858.67,123.741,0,0
858.845,123.734,0,0
859.02,123.823,0,0
859.196,123.869,0,0
859.371,123.991,0,0
859.546,124.124,0,0
859.721,124.313,0,0
859.896,124.582,0,0
860.071,124.718,0,0
860.246,124.753,0,0
860.421,124.654,0,0
860.596,124.581,0,0
860.771,124.427,0,0
860.947,124.174,0,0
861.122,123.999,0,0
861.297,123.874,0,0
861.472,123.74,0,0
861.647,123.656,0,0
861.822,123.572,0,0
861.997,123.583,0,0
862.172,123.543,0,0
862.347,123.487,0,0
862.523,123.291,0,0
862.698,123.105,0,0
862.873,123.057,0,0
863.048,123.164,0,0
863.223,123.323,0,0
863.398,123.441,0,0
863.573,123.554,0,0
863.748,123.728,0,0
863.924,123.937,0,0
864.099,124.13,0,0
864.274,124.161,0,0
864.449,124.123,0,0
864.624,124.148,0,0
864.799,124.111,0,0
864.974,123.975,0,0
865.149,123.975,0,0
865.325,124.026,0,0
865.5,124.073,0,0
865.675,124.106,0,0
865.85,124.129,0,0
866.025,124.093,0,0
866.2,124.035,0,0
866.376,123.907,0,0
866.551,123.802,0,0
866.726,123.593,0,0
866.901,123.406,0,0
867.076,123.19,0,0
867.251,122.845,0,0
867.427,122.358,0,0
867.602,122.004,0,0
867.777,121.826,0,0
867.952,121.789,0,0
868.127,121.645,0,0
868.302,121.508,0,0
868.478,121.402,0,0
868.653,121.397,0,0
868.828,121.474,0,0
869.003,121.514,0,0
869.178,121.664,0,0
869.353,121.876,0,0
869.529,122.011,0,0
869.704,122.201,0,0
869.879,122.336,0,0
870.054,122.474,0,0
870.229,122.6,0,0
870.405,122.697,0,0
870.58,122.686,0,0
870.755,122.648,0,0
870.93,122.501,0,0
871.105,122.392,0,0
871.281,122.192,0,0
871.456,121.897,0,0
871.631,121.586,0,0
871.806,121.395,0,0
871.981,121.299,0,0
872.157,121.209,0,0
872.332,121.147,0,0
872.507,121.269,0,0
872.682,121.489,0,0
872.857,121.761,0,0
873.033,121.95,0,0
873.208,122.075,0,0
873.383,122.209,0,0
873.558,122.295,0,0
873.734,122.376,0,0
873.909,122.52,0,0
874.084,122.664,0,0
874.259,122.947,0,0
874.434,123.118,0,0
874.61,123.265,0,0
874.785,123.454,0,0
874.96,123.68,0,0
875.135,123.917,0,0
875.311,124.196,0,0
875.486,124.181,0,0
875.661,124.111,0,0
875.836,124.03,0,0
876.012,123.995,0,0
876.187,123.884,0,0
876.362,123.733,0,0
876.537,123.599,0,0
876.713,123.61,0,0
876.888,123.528,0,0
877.063,123.532,0,0
877.238,123.563,0,0
877.414,123.555,0,0
877.589,123.549,0,0
877.764,123.65,0,0
877.939,123.743,0,0
878.115,123.878,0,0
878.29,124.091,0,0
878.465,124.323,0,0
878.64,124.544,0,0
878.816,124.883,0,0
878.991,125.219,0,0
879.166,125.488,0,0
879.342,125.71,0,0
879.517,125.835,0,0
879.692,125.811,0,0
879.867,125.707,0,0
880.043,125.493,0,0
880.218,125.246,0,0
880.393,124.913,0,0
880.569,124.662,0,0
880.744,124.541,0,0
880.919,124.581,0,0
881.094,124.555,0,0
881.27,124.666,0,0
881.445,124.717,0,0
881.62,124.6,0,0
881.796,124.408,0,0
881.971,124.313,0,0
882.146,124.193,0,0
882.322,124.089,0,0
882.497,124.049,0,0
882.672,124.009,0,0
882.847,124.025,0,0
883.023,124.021,0,0
883.198,123.978,0,0
883.373,123.818,0,0
883.549,123.539,0,0
883.724,123.261,0,0
883.899,123.042,0,0
884.075,122.844,0,0
884.25,122.756,0,0
884.425,122.766,0,0
884.601,122.847,0,0
884.776,123.016,0,0
884.951,123.262,0,0
885.127,123.528,0,0
885.302,123.78,0,0
885.477,124.071,0,0
885.653,124.242,0,0
885.828,124.25,0,0
886.003,124.208,0,0
886.179,124.233,0,0
886.354,124.236,0,0
886.529,124.158,0,0
886.705,124.046,0,0
886.88,123.934,0,0
887.055,123.806,0,0
887.231,123.638,0,0
887.406,123.444,0,0
887.581,123.182,0,0
887.757,122.902,0,0
887.932,122.865,0,0
888.108,122.925,0,0
888.283,123.07,0,0
888.458,123.246,0,0
888.634,123.473,0,0
888.809,123.805,0,0
888.984,124.196,0,0
889.16,124.664,0,0
889.335,125.006,0,0
889.51,125.308,0,0
889.686,125.497,0,0
889.861,125.564,0,0
890.037,125.455,0,0
890.212,125.212,0,0
890.387,124.893,0,0
890.563,124.496,0,0
890.738,124.145,0,0
890.914,123.859,0,0
891.089,123.653,0,0
891.264,123.47,0,0
891.44,123.309,0,0
891.615,123.14,0,0
891.79,122.964,0,0
891.966,122.848,0,0
892.141,122.789,0,0
892.317,122.682,0,0
892.492,122.654,0,0
892.667,122.646,0,0
892.843,122.843,0,0
893.018,123.151,0,0
893.194,123.542,0,0
893.369,123.914,0,0
893.545,124.118,0,0
893.72,124.355,0,0
893.895,124.455,0,0
894.071,124.435,0,0
894.246,124.311,0,0
894.422,124.099,0,0
894.597,124.026,0,0
894.772,124.069,0,0
894.948,124.154,0,0
895.123,124.313,0,0
895.299,124.484,0,0
895.474,124.698,0,0
895.65,124.932,0,0
895.825,125.177,0,0
896,125.401,0,0
896.176,125.609,0,0
896.351,125.58,0,0
896.527,125.566,0,0
896.702,125.652,0,0
896.878,125.727,0,0
897.053,125.925,0,0
897.229,125.987,0,0
897.404,126.043,0,0
897.579,126.11,0,0
897.755,126.033,0,0
897.93,125.901,0,0
898.106,125.636,0,0
898.281,125.357,0,0
898.457,125.111,0,0
898.632,124.852,0,0
898.808,124.712,0,0
898.983,124.517,0,0
899.159,124.328,0,0
899.334,124.297,0,0
899.509,124.309,0,0
899.685,124.392,0,0
899.86,124.491,0,0
